ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_EXTERIOR;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_CURSODOCENTESIES;ESTU_CURSOIESAPOYOEXTERNO;ESTU_CURSOIESEXTERNA;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_TIPODOCUMENTOSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_CUANTOSCOMPARTEBAÑO;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_COD_INSTITUCION;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_SNIES_PRGMACADEMICO;ESTU_PRGM_CODMUNICIPIO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_CODMUNICIPIO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PNBC;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PNBC;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PNBC;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PNBC;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PNBC;PUNT_GLOBAL;PERCENTIL_NBC;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES;ESTU_ESTADOINVESTIGACION;CLUSTERS 2;CLUSTERS 3;CLUSTERS 4
CC;COLOMBIA;F;10/2/1996;NO;20195;EK201950177573;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;12 o más;Educación profesional incompleta;Secundaria (Bachillerato) completa;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;NINGUNA;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;180;3;86;69;183;3;86;66;191;3;93;84;211;B2;97;89;192;4;94;89;191;88;97;71,9476162;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;15/10/1992;NO;20195;EK201950179102;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;CC;12 o más;Educación profesional completa;Secundaria (Bachillerato) incompleta;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;3 o 4;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;190;3;92;81;112;1;13;5;157;3;66;42;194;B1;89;70;108;1;7;5;152;32;61;72,57086759;4;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;M;4/8/1996;NO;20195;EK201950175136;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Entre 2.5 millones y menos de 4 millones;No;Si;No;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Secundaria (Bachillerato) incompleta;Educación profesional completa;Estrato 3;Si;Si;Si;Si;Si;No;No;No;2;Es vendedor o trabaja en atención al público;No aplica;Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;192;3;92;83;160;3;64;37;195;3;95;88;195;B1;90;73;183;3;89;81;185;81;94;60,15606998;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;24/8/1995;NO;20195;EK201950175481;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Postgrado;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;No;No;Si;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;160;3;67;42;169;3;73;48;173;3;81;62;194;B1;89;70;193;4;95;90;178;70;90;72,51560957;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;6/5/1996;NO;20195;EK201950175031;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;No;Repasó por cuenta propia;Entre 20 y 30 horas;Entre 20 y 30 horas;Entre 20 y 30 horas;No;Si;Si;;11;Secundaria (Bachillerato) completa;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;Si;Si;No;3 o 4;No aplica;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;133;2;36;16;159;3;63;36;131;2;38;20;142;A1;41;16;109;1;7;5;135;12;32;70,16596198;4;4;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;12/1/1995;NO;20195;EK201950174055;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;11;Técnica o tecnológica completa;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;Si;Si;Si;NINGUNA;Pensionado;Pensionado;Entre 21 y 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;197;3;94;88;193;3;92;78;144;2;52;30;186;B1;85;60;133;2;25;18;171;59;84;79,3090539;4;4;PUBLICAR;Oportunidad de Mejora;1;2
CC;COLOMBIA;F;5/12/1994;NO;20195;EK201950207677;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Postgrado;Educación profesional completa;Estrato 2;Si;Si;No;Si;Si;Si;No;No;3 o 4;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;196;3;94;87;213;4;99;95;187;3;91;80;212;B2;97;90;147;2;58;47;191;88;97;79,59587482;4;4;PUBLICAR;Aceptables;0;2
CC;COLOMBIA;F;4/10/1995;NO;20195;EK201950233774;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;Si;Repasó por cuenta propia;;;;;;;TI;12 o más;Postgrado;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;2;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;198;3;95;89;184;3;87;67;181;3;87;71;202;B2;94;81;147;2;58;46;182;77;93;74,71439528;4;4;PUBLICAR;Aceptables;0;2
CC;COLOMBIA;F;14/12/1988;NO;20195;EK201950170993;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;11;;;;;;;;;;;;;;;;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;50001;VILLAVICENCIO;META;50;86;1;2;1;148;2;50;25;130;2;37;20;165;A2;70;40;133;2;24;17;132;10;29;;;4;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;F;15/8/1994;NO;20195;EK201950208718;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;12 o más;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 3;Si;Si;Si;Si;Si;No;No;Si;3 o 4;Pensionado;Trabaja en el hogar, no trabaja o estudia;0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;177;3;83;65;137;2;37;16;116;1;24;12;214;B2;98;92;190;4;93;87;167;53;81;59,35642594;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;13/7/1996;NO;20195;EK201950174573;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;TI;11;Educación profesional completa;Técnica o tecnológica completa;Estrato 5;Si;Si;Si;Si;Si;Si;No;Si;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;159;3;66;41;166;3;70;44;158;3;67;43;180;B1;81;54;124;2;16;11;157;39;69;78,148409;4;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;F;19/1/1997;NO;20195;EK201950170739;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;;;;;;;TI;11;Técnica o tecnológica completa;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;186;3;89;76;202;4;96;87;162;3;71;48;194;B1;90;71;131;2;21;16;175;66;88;83,47032403;4;4;PUBLICAR;Oportunidad de Mejora;0;2
CC;COLOMBIA;M;4/4/1996;NO;20195;EK201950207733;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Técnica o tecnológica completa;Técnica o tecnológica completa;Estrato 3;Si;Si;Si;Si;Si;Si;No;Si;3 o 4;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;202;3;96;92;218;4;100;97;211;4;99;97;201;B2;93;80;189;4;92;86;204;97;100;70,15731124;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;10/10/1993;NO;20195;EK201950175867;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;CC;11;Educación profesional completa;Postgrado;Estrato 3;Si;Si;Si;Si;Si;Si;No;No;1;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Entre 11 y 20 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;50001;VILLAVICENCIO;META;50;181;3;86;69;184;3;86;67;185;3;90;76;209;B2;96;88;188;4;92;85;189;86;96;71,7189222;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;15/3/1997;NO;20195;EK201950171934;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Más de 30 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;Si;CC;11;Educación profesional completa;Técnica o tecnológica completa;Estrato 2;Si;Si;Si;Si;Si;No;No;No;2;Pensionado;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;191;3;92;83;195;3;93;81;179;3;86;69;199;B1;92;77;175;3;83;73;188;84;96;66,70932704;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;M;3/5/1996;NO;20195;EK201950207334;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;12 o más;No Aplica;Educación profesional incompleta;Estrato 3;Si;Si;Si;Si;Si;Si;No;Si;1;No aplica;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;195;3;94;86;189;3;90;74;177;3;84;66;183;B1;82;57;168;3;75;63;182;77;93;73,60726308;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;24/8/1995;NO;20195;EK201950207971;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Educación profesional completa;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;No;No;No;3 o 4;Pensionado;Trabaja en el hogar, no trabaja o estudia;0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;167;3;74;51;165;3;69;42;180;3;87;71;192;B1;89;68;170;3;78;67;175;66;88;63,77398241;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;M;21/6/1997;NO;20195;EK201950175793;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;Si;Tomó un curso de preparación;;;;;;;TI;11;Postgrado;Secundaria (Bachillerato) completa;Estrato 3;Si;Si;Si;Si;Si;Si;No;Si;3 o 4;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;192;3;93;84;178;3;81;59;179;3;86;70;190;B1;87;65;208;4;99;97;189;86;96;72,34899259;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;6/11/1994;NO;20195;EK201950208205;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;TI;12 o más;Técnica o tecnológica incompleta;Técnica o tecnológica incompleta;Estrato 3;Si;Si;Si;Si;Si;Si;No;Si;3 o 4;Pensionado;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;152;2;57;32;168;3;72;47;156;2;64;41;175;B1;78;49;173;3;82;71;165;50;78;70,329102;4;4;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;F;14/1/1997;NO;20195;EK201950171448;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Tomó un curso de preparación;Más de 30 horas;Menos de 20 horas;Menos de 20 horas;Si;Si;No;TI;11;No sabe;Educación profesional completa;Estrato 4;Si;;;;;;;;;No sabe;Trabaja en el hogar, no trabaja o estudia;;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;195;3;94;86;222;4;100;98;209;4;99;96;213;B2;98;91;170;3;78;66;202;96;99;;;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;6/2/1997;NO;20195;EK201950173437;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Primaria completa;Secundaria (Bachillerato) incompleta;Sin Estrato;No;No;No;No;No;No;No;No;NINGUNA;Es vendedor o trabaja en atención al público;Es agricultor, pesquero o jornalero;0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;191;3;92;83;172;3;76;52;188;3;92;81;188;B1;86;62;190;4;93;88;186;82;95;43,54013544;1;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;F;16/10/1995;NO;20195;EK201950171108;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;CC;11;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;NINGUNA;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Entre 21 y 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;190;3;91;81;151;2;53;28;177;3;84;67;204;B2;95;84;186;4;91;84;182;76;93;83,83629136;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;6/1/1997;NO;20195;EK201950171705;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;No;No;Repasó por cuenta propia;;;;;;;TI;11;Primaria incompleta;Técnica o tecnológica incompleta;Estrato 3;Si;Si;Si;No;Si;No;No;No;2;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;183;3;88;73;204;4;97;89;199;3;96;91;154;A2;57;27;159;3;67;55;180;73;92;55,3806644;2;4;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;F;8/3/1996;NO;20195;EK201950207815;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;12 o más;Educación profesional completa;Técnica o tecnológica completa;Estrato 4;Si;Si;Si;Si;Si;No;No;Si;3 o 4;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;182;3;87;71;209;4;98;93;195;3;95;88;212;B2;98;91;128;2;18;13;185;81;95;67,98508859;4;4;PUBLICAR;Aceptables;0;2
CC;COLOMBIA;F;6/12/1995;NO;20195;EK201950209061;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;12 o más;Educación profesional completa;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";MEDICINA;91437;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;OFICIAL NACIONAL;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;172;3;79;58;157;2;60;34;166;3;75;53;178;B1;79;51;154;3;65;53;165;51;79;78,21094284;4;4;PUBLICAR;Aceptables;2;1
